"Disposition","Location","per_loc"
TRAFFIC PROBLEM,"7208 BLIZZARD LN",1
OUT OF VEHICLE,"7206 CRESSIDA CT",1
OUT OF VEHICLE,"7205 SINGLE PINE DR",1
OUT OF VEHICLE,"7205 ROBINS ROOST ST",1
TRAFFIC PROBLEM,"7205 GRAY ST",1
OUT OF VEHICLE,"7205 BIG ROCK CIR",1
INVESTIGATION/FOLLOW,"7204 W CRAIG RD",2
OUT OF VEHICLE,"7201 SKYTRAIL AVE",2
INVESTIGATION/FOLLOW,"7200 PIRATES COVE RD",1
OUT OF VEHICLE,"7200 PIRATES COVE RD",2
TRAFFIC PROBLEM,"7200 PIRATES COVE RD",2
TRAFFIC PROBLEM,"7200 FURY LN",1
TRAFFIC PROBLEM,"7200 EUGENE AVE",1
TRAFFIC PROBLEM,"7200 BLIZZARD LN",1
OUT OF VEHICLE,"7200 BARKENTINE ST",1
TRAFFIC PROBLEM,"7200 BARKENTINE ST",1
OUT OF VEHICLE,"720 W CHEYENNE AVE",1
TRANSPORT,"720 S 9TH ST",1
TRAFFIC PROBLEM,"720 N 14TH ST",1
OUT OF VEHICLE,"720 E CHEYENNE AVE",1
RECOVERED STOLEN VEH,"720 BRENNER WAY",1
OUT OF VEHICLE,"720 ASTER LN",2
SUSPICIOUS VEHICLE,"72 SUZY CT",1
OUT OF VEHICLE,"719 CHIMNEY ROCK DR",1
TRAFFIC PROBLEM,"7180 N CAMPBELL RD",1
OUT OF VEHICLE,"7176 FLAGGSTAFF RANCH",1
OUT OF VEHICLE,"7171 W ANN RD",1
NON-CRIMINAL DETAIL,"7171 N DURANGO DR",1
TRAFFIC PROBLEM,"7171 MAPLE SUGAR ST",1
WARRANT PICKUP,"717 VERONICA AVE",1
TRAFFIC PROBLEM,"717 SCHOLL DR",1
TRAFFIC PROBLEM,"717 N 11TH ST",1
ASSIST A CITIZEN,"717 F ST",1
OUT OF VEHICLE,"717 COVINGTON LN",1
WANTED PERSON,"717 COVINGTON LN",1
OUT OF VEHICLE,"7167 FLAGSTAFF RANCH ST",3
TRAFFIC PROBLEM,"716 N 11TH ST",1
ASSAULT/BATTERY,"716 E MESQUITE AVE",1
INVESTIGATION/FOLLOW,"7155 GRAND MONTECITO PKWY",2
TRAFFIC STOP,"7155 GRAND MONTECITO PKWY",1
OUT OF VEHICLE,"7150 W LANDBERG AVE",1
DETAIL,"714 S 1ST ST",1
OTHER DISTURBANCE,"714 S 1ST ST",1
DETAIL,"714 MCKNIGHT ST",1
DETAIL,"714 1ST STREET",1
TRAFFIC PROBLEM,"7137 LARKVALE WAY",1
OUT OF VEHICLE,"7137 EYEBRIGHT ST",1
INVESTIGATION/FOLLOW,"7135 GILESPIE ST",1
OUT OF VEHICLE,"7132 PINEDALE AVE",1
FIGHT,"713 S LAS VEGAS BLVD",1
TRAFFIC PROBLEM,"713 REAGAN DR",1
TRAFFIC PROBLEM,"713 N 21ST ST",1
TRAFFIC PROBLEM,"713 HUNTINGTON ST",1
OUT OF VEHICLE,"713 E SAHARA AVE",1
TRAFFIC PROBLEM,"713 ALTAMIRA RD",1
OUT OF VEHICLE,"7125 S RAINBOW BLVD",1
OUT OF VEHICLE,"7124 N CAMPBELL RD",1
TRAFFIC PROBLEM,"7124 N CAMPBELL RD",1
OUT OF VEHICLE,"7124 N CAMPBELL",1
INVESTIGATION/FOLLOW,"7121 E LAKE MEAD BLVD",1
TRAFFIC PROBLEM,"7120 PINEDALE AVE",2
OUT OF VEHICLE,"712 N 11TH ST",4
WANTED PERSON,"711810",1
TRAFFIC PROBLEM,"7117 DILLSEED DR",1
INVESTIGATION/FOLLOW,"7117 DALEGROVE DR",2
TRAFFIC PROBLEM,"7117 CARMEN BLVD",1
TRAFFIC PROBLEM,"7116 PINEDALE AVE",1
OUT OF VEHICLE,"7112 W DALEGROVE",1
OUT OF VEHICLE,"7112 DALEGROVE DR",1
SICK OR INJURED PERS,"711 S 4TH ST",1
RECOVERED STOLEN VEH,"711 S 3RD ST",1
TRAFFIC PROBLEM,"711 S 3RD ST",1
TRAFFIC PROBLEM,"711 CARSON AVE",1
TAKE OUT ANIMAL TRAP,"711 BURK CENTER",1
OUT OF VEHICLE,"711 AUTUMN MOON DR",1
TRAFFIC PROBLEM,"7109 GRASSLAND CIR",1
OUT OF VEHICLE,"7108 SHORE LN",2
TRAFFIC PROBLEM,"7108 PALATIAL AVE",1
OUT OF VEHICLE,"7108 MAYBROOK DR",1
OUT OF VEHICLE,"7108 CORNFLOWER DR",1
INVESTIGATION/FOLLOW,"7105 TRADING POST LN",1
ASSIST A CITIZEN,"7104 ALAMOSA WAY",1
TRAFFIC PROBLEM,"7104 ALAMOSA WAY",1
OUT OF VEHICLE,"7101 STORMSON DR",2
OUT OF VEHICLE,"7101 SMOKE RANCH RD",6
TRAFFIC PROBLEM,"7101 PINELAKE RD",1
TRAFFIC PROBLEM,"7100 WARRIORS CHASE ST",1
OUT OF VEHICLE,"7100 W ALEXANDER RD",4
DETAIL,"7100 SMOKE RANCH RD",1
OUT OF VEHICLE,"7100 RONEMUS",1
OUT OF VEHICLE,"7100 PIRATES COVE RD",2
OUT OF VEHICLE,"7100 PALATIAL AVE",2
SUSPICIOUS VEHICLE,"7100 N BUFFALO DR",1
RECOVERED STOLEN VEH,"7100 LAKEHURST CT",1
TRAFFIC PROBLEM,"7100 LAKEHURST CT",1
ASSIST AN OFFICER,"7100 GRAND MONTECITO PKWY",1
INVESTIGATION/FOLLOW,"7100 GRAND MONTECITO PKWY",1
TRAFFIC STOP,"7100 GRAND MONTECITO PKWY",1
TRAFFIC PROBLEM,"7100 EUGENE AVE",1
TRAFFIC PROBLEM,"7100 CAMILE CREST ST",1
BURGLARY ALARM,"710 S 4TH ST",1
TRAFFIC PROBLEM,"710 S 1ST ST",1
INVESTIGATION/FOLLOW,"710 N 10TH ST",1
OUT OF VEHICLE,"710 FERNWOOD LN",1
OUT OF VEHICLE,"71 DRYDEN PARK",1
OUT OF VEHICLE,"7092 PARASOL LN",3
TRAFFIC PROBLEM,"709 UPLAND PL",1
OUT OF VEHICLE,"709 ROCK SPRINGS DR",1
TRAFFIC PROBLEM,"709 N 21ST ST",1
TRAFFIC PROBLEM,"709 JEFFERSON AVE",1
TRAFFIC PROBLEM,"709 ARTIE ST",1
OUT OF VEHICLE,"7082 ARCADIA GLENN",1
OUT OF VEHICLE,"7082 ARCADIA GLEN CT",1
TRAFFIC PROBLEM,"708 S 1ST ST",1
OUT OF VEHICLE,"708 ROCKY TRAIL RD",1
TRAFFIC PROBLEM,"708 PYRAMID DR",1
OUT OF VEHICLE,"708 N JONES BLVD",1
TRAFFIC PROBLEM,"708 DIKE LN",2
WANTED PERSON,"708 DIKE LN",1
TRANSPORT,"708 DIKE",1
INVESTIGATION/FOLLOW,"7077 W CRAIG RD",9
OUT OF VEHICLE,"7075 W GOWAN RD",2
INVESTIGATION/FOLLOW,"7075 W ANN RD",1
INVESTIGATION/FOLLOW,"7070 W ANN RD",1
DETAIL,"707 S. 6TH STREET",1
DETAIL,"707 S 6TH ST",1
TRAFFIC PROBLEM,"707 BILTMORE DR",1
OUT OF VEHICLE,"7064 CLEARWATER AVE",1
TRAFFIC PROBLEM,"706 UPLAND PL",1
OUT OF VEHICLE,"706 DIKE LN",1
OUT OF VEHICLE,"705 W MONROE AVE",1
TRAFFIC PROBLEM,"705 HARPER CIR",1
OUT OF VEHICLE,"705 DIGGER ST",2
OUT OF VEHICLE,"705 BRITTANY FALLS CT",1
OUT OF VEHICLE,"7049 FLAGSTAFF RANCH ST",1
OUT OF VEHICLE,"7042 RUSTLING WINDS AVE",1
OUT OF VEHICLE,"704 TWILIGHT BLUE AVE",1
RECOVERED STOLEN VEH,"704 PRINCETON ST",1
TRAFFIC STOP,"704 N DECATUR BLVD",1
TRAFFIC PROBLEM,"704 MARION DR",1
OUT OF VEHICLE,"704 E BARTLETT AVE",1
OUT OF VEHICLE,"704 DUCHESS AVE",2
TRAFFIC PROBLEM,"704 ALHAMBRA DR",1
OUT OF VEHICLE,"7033 HUNTS CORNER ST",3
OUT OF VEHICLE,"7030 BURCOT AVE",2
FIRE,"703 N RANCHO DR",1
DETAIL,"703 MORGAN AVE",1
TRAFFIC PROBLEM,"7028 OAKHURST AVE",1
OUT OF VEHICLE,"7026 GREEN RIPPLE LN",1
OUT OF VEHICLE,"7025 ENGLISH MIST CIR",3
WANTED PERSON,"7024 GEESE GATHERING ST",1
TRAFFIC PROBLEM,"7024 ASTRONAUT AVE",2
WANTED PERSON,"7023 ADELAIDE AVE",1
ASSAULT/BATTERY,"7021 ALAMOSA WAY",1
INVESTIGATION/FOLLOW,"7021 ALAMOSA WAY",1
OUT OF VEHICLE,"7020 OAKLAND CIR",1
OUT OF VEHICLE,"702 W ADAMS AVE",1
OUT OF VEHICLE,"7018 CANARY IVY WAY",1
OUT OF VEHICLE,"7017 S BUFFALO DR",1
OUT OF VEHICLE,"7017 HUNTS CORNER ST",1
TRAFFIC PROBLEM,"7013 WINTER RIDGE ST",1
TRAFFIC PROBLEM,"7012 VILLAGE SHORE CT",1
OUT OF VEHICLE,"7012 ALTA DR",1
OUT OF VEHICLE,"7011 WOOD BARK DR",1
OUT OF VEHICLE,"701 W ADAMS AVE",1
OUT OF VEHICLE,"701 S MALLARD ST",2
TRAFFIC PROBLEM,"701 MAYFIELD ST",1
DETAIL,"701 BRIDGER AVE",1
SICK OR INJURED PERS,"701 BRIDGER AVE",1
OUT OF VEHICLE,"701 ASPEN PEAK LOOP",1
OUT OF VEHICLE,"7005 OAKHURST AVE",1
OUT OF VEHICLE,"7004 RAINCLOUD DR",1
INVESTIGATION/FOLLOW,"7004 GREENOAK CIR",1
FAMILY DISTURBANCE,"7004 DESERT CLOVER CT",1
OUT OF VEHICLE,"7001 W CHARLESTON BLVD",1
OUT OF VEHICLE,"7001 ENGLISH MIST CIR",1
TRAFFIC PROBLEM,"7000 STORMSON DR",1
TRAFFIC PROBLEM,"7000 MAGIC WINDOW AVE",1
TRAFFIC PROBLEM,"7000 AARON PAUL ST",1
DETAIL,"700 W HARRISON",1
NON-CRIMINAL DETAIL,"700 VETERANS MEMORIAL DR",3
TRAFFIC PROBLEM,"700 UPLAND PL",2
TRAFFIC PROBLEM,"700 UPLAND BLVD",1
TRAFFIC PROBLEM,"700 TIFFANY LN",1
FIRE,"700 S CASINO CENTER BLVD",1
TRAFFIC PROBLEM,"700 S 6TH ST",1
DETAIL,"700 S 3RD ST",1
INVESTIGATION/FOLLOW,"700 S 3RD ST",1
TRAFFIC PROBLEM,"700 S 3RD ST",6
PERSON ON FOOT,"700 S 1ST ST",1
TRAFFIC PROBLEM,"700 S 1ST ST",7
OUT OF VEHICLE,"700 S 10TH ST",1
TRAFFIC PROBLEM,"700 N WALLACE DR",1
TRAFFIC PROBLEM,"700 N TORREY PINES DR",1
TRAFFIC PROBLEM,"700 N TONOPAH DR",1
DETAIL,"700 N RANCHO DR",1
ACCIDENT,"700 N MAIN ST",1
PERSON ON FOOT,"700 N MAIN ST",1
DETAIL,"700 N MAIN",1
DETAIL,"700 N LAS VEGAS BLVD",1
OUT OF VEHICLE,"700 N LAS VEGAS BLVD",2
INVESTIGATION/FOLLOW,"700 N ANASAZI DR",1
OUT OF VEHICLE,"700 N 23RD ST",2
RECOVERED STOLEN VEH,"700 N 1ST ST",1
TRAFFIC PROBLEM,"700 N 17TH ST",1
TRAFFIC PROBLEM,"700 N 16TH ST",1
TRAFFIC PROBLEM,"700 N 11TH ST",1
DETAIL,"700 MCKNI",1
TRAFFIC PROBLEM,"700 MARION DR",1
TRAFFIC PROBLEM,"700 LINCOLN RD",1
TRAFFIC PROBLEM,"700 HOGAN DR",1
TRAFFIC PROBLEM,"700 GARCES AVE",1
DETAIL,"700 G ST",1
LICENSE CHECK/NUMBER,"700 EASY ST",1
RECOVERED STOLEN VEH,"700 EASY ST",1
TRAFFIC PROBLEM,"700 EASY ST",1
MISC. ADMIN MATTER,"700 E WASHINGTON AVE",1
TRAFFIC PROBLEM,"700 E OGDEN AVE",1
OUT OF VEHICLE,"700 E FLAMINGO RD",4
OUT OF VEHICLE,"700 E FLAMINGO",2
AUTO BURGLARY,"700 CARSON AVE",1
KEEP THE PEACE,"700 CARSON AVE",1
SICK OR INJURED PERS,"700 CARSON AVE",1
TRAFFIC PROBLEM,"700 CARSON AVE",4
TRAFFIC PROBLEM,"700 BRIDGER AVE",1
TRAFFIC PROBLEM,"700 BRENNER WAY",1
ASSAULT/BATTERY W/KN,"700 BELROSE ST",1
INVESTIGATION/FOLLOW,"700 BELROSE ST",1
WANTED PERSON,"700 BELROSE ST",1
OUT OF VEHICLE,"700 ALHAMBRA DR",2
ILLEGAL SHOOTING,"7/FREMONT",1
OTHER DISTURBANCE,"7/11 PARKING LOT",1
TRAFFIC STOP,"7/11 PARKING LOT",1
WARRANT PICKUP,"7/11 GAS STA PUMP2",1
WANTED PERSON,"7/11 CHARLESTON/RANCHO",1
COFFEE,"7/11",1
OUT OF VEHICLE,"7/11",1
PERSON ON FOOT,"7/11",1
SUSPICIOUS SITUATION,"7/11",1
WANTED PERSON,"7-11 PK LOT",1
OTHER DISTURBANCE,"7-11",1
SICK OR INJURED PERS,"7-11",1
STOLEN PROPERTY,"7-11",1
TRESPASS,"7-11",1
WANTED PERSON,"7-11",4
MAL DEST PROPERTY,"7'11",1
ASSIST AN OFFICER,"7 FREMONT ST",1
DETAIL,"6TH/CHARLESTON",1
TRAFFIC STOP,"6TH S OF FREMONT",1
TRANSPORT,"6TH FL H/CX1",1
DETAIL,"6TH AND ST. LOUIS",1
DETAIL,"6TH AND ST LOUIS",1
DETAIL,"6TH AND MESQUITE",1
DETAIL,"6TH @ SAHARA",1
DETAIL,"6TH @ MESQUITE",1
WANTED PERSON,"6FLR HCX1////X1-1C",1
TRANSPORT,"6CX1;1CX1",1
WANTED PERSON,"6C-X1",1
SICK/INJURED PERSON,"6C",2
DETAIL,"6990 SMOKE RANCH RD",1
OUT OF VEHICLE,"6970 E MESQUITE AVE",1
INVESTIGATION/FOLLOW,"6967 SPEEDWAY BLVD",1
OUT OF VEHICLE,"6955 N DURANGO DR",6
OUT OF VEHICLE,"6952 EMERALD SPRINGS LN",1
TRAFFIC PROBLEM,"6951 PEGGY DR",1
DETAIL,"6950 SMOKE RANCH RD",1
OUT OF VEHICLE,"6950 DIVER AVE",1
OTHER DISTURBANCE,"695 S MAIN ST",1
TRAFFIC PROBLEM,"6945 ALTA DR",1
OUT OF VEHICLE,"6941 FOREST VISTA ST",2
TRAFFIC PROBLEM,"6940 DEL REY AVE",1
OUT OF VEHICLE,"6935 KEPLER DR",1
INVESTIGATION/FOLLOW,"6934 DUNSBACH WAY",1
ASST AN OFFICER,"6931 YELLOW COSMOS AVE",1
OUT OF VEHICLE,"6931 YELLOW COSMOS AVE",1
TRAFFIC PROBLEM,"6929 PEGGY DR",1
OUT OF VEHICLE,"6928 CHERRY GROVE AVE",1
OUT OF VEHICLE,"6925 CORAL ROCK DR",1
INVESTIGATION/FOLLOW,"6924 MEGAN AVE",1
TRAFFIC STOP,"6924 MEGAN AVE",1
OUT OF VEHICLE,"6917 W ALTA",1
INVESTIGATION/FOLLOW,"6917 CONIFER LN",2
OUT OF VEHICLE,"6916 LUMINARY DR",5
TRAFFIC PROBLEM,"6912 KINKENON DR",1
ASST AN OFFICER,"6912 CAMP FIRE RD",1
OUT OF VEHICLE,"6912 CAMP FIRE RD",1
TRAFFIC PROBLEM,"6912 CAMP FIRE RD",1
WANTED PERSON,"6912 CAMP FIRE RD",1
OUT OF VEHICLE,"6908 LUNARLIGHT DR",1
TRAFFIC PROBLEM,"6908 LUNARLIGHT DR",1
TRAFFIC PROBLEM,"6908 CORNFLOWER DR",1
TRAFFIC PROBLEM,"6908 CAMP FIRE RD",3
TRAFFIC PROBLEM,"6905 PONY CIR",2
OUT OF VEHICLE,"6905 BRIER CREEK LN",1
OUT OF VEHICLE,"6904 SWEETWATER",1
INVESTIGATION/FOLLOW,"6904 COUNTRY CT",1
OUT OF VEHICLE,"6904 CAMP FIRE RD",1
OUT OF VEHICLE,"6902 EMERALD SPRINGS LN",1
TRAFFIC PROBLEM,"6901 GLEN LANDING AVE",1
OUT OF VEHICLE,"6901 E LAKE MEAD BLVD",1
TRAFFIC PROBLEM,"6900 WESTCLIFF DR",1
TRAFFIC PROBLEM,"6900 TREE HARBOR ST",1
TRAFFIC PROBLEM,"6900 SENTON AVE",2
OUT OF VEHICLE,"6900 S DURANGO DR",1
TRAFFIC PROBLEM,"6900 ROCKY POINT DR",2
TRAFFIC PROBLEM,"6900 PONY CIR",1
TRANSPORT,"6900 N PECOS RD",1
OUT OF VEHICLE,"6900 N DURANGO DR",2
OUT OF VEHICLE,"6900 DELOREAN CIR",2
TRAFFIC PROBLEM,"6900 CONIFER LN",1
TRAFFIC PROBLEM,"69 30TH ST",4
TRAFFIC PROBLEM,"69 30TH",1
OUT OF VEHICLE,"6890 W TROPICANA AVE",1
OUT OF VEHICLE,"6885 W LONE MOUNTAIN RD",1
OUT OF VEHICLE,"6885 W LONE MOUNTAIN",1
OUT OF VEHICLE,"6879 MOMENTOS ST",1
DETAIL,"6870 W CHEYENNE AVE",1
OUT OF VEHICLE,"6868 SKY POINTE DR",4
OUT OF VEHICLE,"6867 MOMENTOS ST",1
OUT OF VEHICLE,"6860 PIPIL ST",1
OUT OF VEHICLE,"6858 GROVEVIEW LN",1
INVESTIGATION/FOLLOW,"6849 CORAL ROCK DR",1
OUT OF VEHICLE,"6832 ELM CREEK DR",2
TRAFFIC PROBLEM,"6829 ELM CREEK DR",1
OUT OF VEHICLE,"6824 SHEFFIELD DR",1
TRAFFIC PROBLEM,"6824 ROSINWOOD ST",1
RECOVERED STOLEN VEH,"6817 SNAKE RIVER AVE",1
TRAFFIC PROBLEM,"6816 HIGH BLUFF WAY",1
OUT OF VEHICLE,"6816 ELM CREEK DR",1
TRAFFIC PROBLEM,"6813 ATWOOD AVE",1
OUT OF VEHICLE,"6813 ACCENT CT",1
OUT OF VEHICLE,"6811 STONESTEP ST",3
WANTED PERSON,"6811 STONESTEP ST",1
TRAFFIC PROBLEM,"6808 FRUIT FLOWER AVE",1
TRAFFIC PROBLEM,"6805 ELM CREEK DR",1
SUSPICIOUS SITUATION,"6804 WATERHEN CIR",1
OUT OF VEHICLE,"6801 SHEFFIELD DR",2
WARRANT PICKUP,"6801 SELKIRK CIR",1
OUT OF VEHICLE,"6801 RHEA ST",2
TRAFFIC PROBLEM,"6801 HAVEN HOLLOW AVE",1
OUT OF VEHICLE,"6801 COBRE AZUL AVE",1
TRAFFIC PROBLEM,"6800 TROPICAIRE ST",2
TRAFFIC PROBLEM,"6800 N CAMPBELL RD",2
TRAFFIC PROBLEM,"6800 MIDPARK CIR",1
OUT OF VEHICLE,"6800 E LAKE MEAD BLVD",1
TRAFFIC PROBLEM,"6800 ACCENT CT",1
OTHER DISTURBANCE,"679 DIKE LN",1
OUT OF VEHICLE,"6770 HINSON ST",1
WARRANT PICKUP,"6770 HINSON ST",1
OUT OF VEHICLE,"6765 TULIP FALLS DR",1
OUT OF VEHICLE,"6763 ENDORA DR",1
OUT OF VEHICLE,"6761 HOLMBY AVE",1
OUT OF VEHICLE,"6751 SOLDELA DR",1
OUT OF VEHICLE,"6750 W FLAMINGO RD",1
OUT OF VEHICLE,"6750 VIA AUSTI PKWY",2
INVESTIGATION/FOLLOW,"6750 DEL REY AVE",1
OUT OF VEHICLE,"6750 DEL REY AVE",5
TRAFFIC PROBLEM,"6750 DEL REY AVE",1
STAKE OUT,"675 N TOWN CENTER DR",1
OUT OF VEHICLE,"675 E AZURE AVE",2
OUT OF VEHICLE,"6749 LOOKOUT LODGE LN",1
TRAFFIC PROBLEM,"6736 BREMERTON CIR",1
OUT OF VEHICLE,"6733 OLD VALLEY",1
OUT OF VEHICLE,"6728 SAND SWALLOW ST",1
OUT OF VEHICLE,"6725 BARRINGTON HILLS ST",1
TRAFFIC PROBLEM,"6724 ACCENT CT",1
TRAFFIC PROBLEM,"6721 SCARBOROUGH AVE",2
OTHER DISTURBANCE,"6721 OVEJA CIR",1
TRAFFIC PROBLEM,"6717 JACKSON JUNCTION ST",1
OUT OF VEHICLE,"6717 BARRINGTON HILLS ST",2
WANTED PERSON,"6716 DONNA ST",1
OUT OF VEHICLE,"6714 AUTUMN MORNING ST",3
WANTED PERSON,"6713 W CHARLESTON BLVD",1
TRAFFIC PROBLEM,"6712 SILVERY AVE",1
OUT OF VEHICLE,"6712 SEA SWALLOW ST",2
INVESTIGATION/FOLLOW,"6712 KITTERY DR",1
SICK OR INJURED PERS,"6711 N BUFFALO DR",1
OUT OF VEHICLE,"671 RED LAKE WAY",1
OUT OF VEHICLE,"6707 SURFBIRD ST",1
TRAFFIC PROBLEM,"6705 REGGIE CIR",1
OUT OF VEHICLE,"6705 EVANSTON AVE",2
TRAFFIC PROBLEM,"6704 KITTERY DR",1
TRAFFIC PROBLEM,"6704 ATWOOD AVE",1
DETAIL,"6701 W CHARLESTON BLVD",1
NON-CRIMINAL DETAIL,"6701 W CHARLESTON BLVD",2
OUT OF VEHICLE,"6701 JACKSON JUNCTION ST",1
OUT OF VEHICLE,"6701 DORITA AVE",1
OUT OF VEHICLE,"6701 DEL REY AVE",1
WANTED PERSON,"6701 DEL REY AVE",1
OUT OF VEHICLE,"6701 DEL REY",1
DETAIL,"6700 WESTCLIFF DR",4
TRAFFIC PROBLEM,"6700 QUAIL HOLLOW DR",1
TRAFFIC PROBLEM,"6700 OVEJA CIR",1
TRAFFIC PROBLEM,"6700 N RILEY ST",3
OUT OF VEHICLE,"6700 DORITA AVE",1
TRAFFIC PROBLEM,"6700 DELPHINIUM AVE",1
TRAFFIC PROBLEM,"6700 DEL REY AVE",3
TRAFFIC PROBLEM,"6700 COAST VALLEY ST",1
TRAFFIC PROBLEM,"6700 BALSAM ST",1
OUT OF VEHICLE,"670 S MARTIN LUTHER KING",1
OUT OF VEHICLE,"670 S MARTIN LKING",1
OUT OF VEHICLE,"67 BUCKTHORNE RIDGE",1
OUT OF VEHICLE,"67 BUCKTHORN RIDGE CT",1
OUT OF VEHICLE,"67 BUCK THORN",1
INVESTIGATION/FOLLOW,"6698 SKY POINTE DR",2
PERSON ON FOOT,"6698 SKY POINTE DR",1
OUT OF VEHICLE,"6693 W TROPICANA AVE",2
WANTED PERSON,"6676 LAVENDER LILLY LN",1
TRAFFIC PROBLEM,"6669 CORAL FALLS CIR",1
OUT OF VEHICLE,"6666W W WASHINGTON AVE",1
ANIMAL COMPLAINT,"6666 W WASHINGTON AVE",1
INVESTIGATION/FOLLOW,"6666 W WASHINGTON AVE",1
OUT OF VEHICLE,"6666 W WASHINGTON AVE",17
STAKE OUT,"6666 W WASHINGTON AVE",1
WARRANT PICKUP,"6666 W WASHINGTON AVE",1
RECOVERED STOLEN VEH,"6665 BUCKINGHAM DR",1
OUT OF VEHICLE,"6664 SILVER STREAM",1
OUT OF VEHICLE,"6664 GOLDENCREEK WAY",2
OUT OF VEHICLE,"6661 SILVERSTREAM AVE",5
ASSIST AN OFFICER,"6660 VEGAS DR",1
WANTED PERSON,"6660 VEGAS DR",1
TRAFFIC PROBLEM,"6660 PROSPECT CLAIM CT",1
TRAFFIC PROBLEM,"6660 ESCALON DR",1
TRAFFIC PROBLEM,"6658 SWEETZER WAY",1
OUT OF VEHICLE,"6650 W WARM SPRINGS RD",2
OUT OF VEHICLE,"6650 S SANDHILL RD",1
OUT OF VEHICLE,"6649 CANYON COVE WAY",1
TRAFFIC PROBLEM,"6649 CANYON COVE WAY",2
TRAFFIC PROBLEM,"6648 GATEHOUSE LN",1
INVESTIGATION/FOLLOW,"6645 NATALIA CT",1
TRAFFIC PROBLEM,"6645 CELESTE AVE",1
DETAIL,"6644 W LOWDEN LN",1
DETAIL,"6644 W LOWD",1
TRAFFIC PROBLEM,"6644 CHARDONAY WAY",1
OUT OF VEHICLE,"6641 PAINTED DESERT DR",1
TRAFFIC PROBLEM,"6641 CHARDONAY WAY",1
OUT OF VEHICLE,"6640 MIRAGRANDE DR",1
STAKE OUT,"6640 MIRAGRANDE DR",1
TRAFFIC PROBLEM,"6640 MIRAGRANDE DR",1
TRAFFIC PROBLEM,"6640 LIGHT BREEZE DR",2
OUT OF VEHICLE,"6637 OLD OXFORD AVE",1
TRAFFIC PROBLEM,"6636 MESSENGER CT",1
INVESTIGATION/FOLLOW,"6632 SWEETZER WAY",3
TRAFFIC PROBLEM,"6632 GENEVIEVE CT",1
ANIMAL COMPLAINT,"6630 N DURANGO DR",1
OUT OF VEHICLE,"6629 W CAMERO AVE",1
TRAFFIC PROBLEM,"6629 CANYON COVE WAY",1
OUT OF VEHICLE,"6628 PICKFORD LANE",1
TRAFFIC PROBLEM,"6628 LOMBARD DR",1
OUT OF VEHICLE,"6627 BROOKLYN HEIGHTS ST",1
TRAFFIC PROBLEM,"6625 GATEHOUSE LN",1
TRAFFIC PROBLEM,"6624 ROY ROGERS DR",1
DETAIL,"6620 W KATIE AVE",1
OUT OF VEHICLE,"6620 W CHEYENNE AVE",1
OUT OF VEHICLE,"6620 OLD NEWBURY AVE",1
OUT OF VEHICLE,"6620 OLD NEWBURRY",1
OUT OF VEHICLE,"6620 BILTMORE GARDEN ST",2
OUT OF VEHICLE,"662 BETTY LN",1
TRAFFIC PROBLEM,"6617 HARTMAN ST",3
WANTED PERSON,"6616 SILVERY AVE",1
OUT OF VEHICLE,"6616 SILVERSTREAM AVE",3
TRAFFIC PROBLEM,"6616 ROY ROGERS DR",1
TRAFFIC PROBLEM,"6616 MESSENGER CT",1
TRAFFIC PROBLEM,"6613 SILVER SPOON DR",1
TRAFFIC PROBLEM,"6612 LEMITAR DR",1
TRAFFIC STOP,"6610 N DURANGO DR",1
DIRECTED PATROL ACTI,"6610 GRAND MONTECITO PKWY",1
OUT OF VEHICLE,"6609 RANCHO SANTA FE DR",1
ANIMAL COMPLAINT,"6609 GENEVIEVE CT",1
OUT OF VEHICLE,"6609 GATEHOUSE LN",1
OUT OF VEHICLE,"6608 SWEET PERENNIAL",1
TRAFFIC PROBLEM,"6608 GENEVIEVE CT",1
TRAFFIC PROBLEM,"6608 BOURBON WAY",1
OUT OF VEHICLE,"6608 BILTMORE GARDEN ST",1
OUT OF VEHICLE,"6606 TREADWAY LN",2
TRAFFIC PROBLEM,"6605 PICKFORD LN",3
OUT OF VEHICLE,"6605 LARCHWOOD LN",4
NON-CRIMINAL DETAIL,"6605 GRAND MONTECITO PKWY",1
OUT OF VEHICLE,"6605 GRAND MONTECITO PKWY",1
DETAIL,"6601 N BUFFALO DR",1
WANTED PERSON,"6601 N BUFFALO DR",1
INVESTIGATION/FOLLOW,"6601 BERMUDA RD",1
TRAFFIC PROBLEM,"6600 W WASHINGTON AVE",1
TRAFFIC PROBLEM,"6600 SILVERSTREAM AVE",1
OUT OF VEHICLE,"6600 PEARBLOSSOM LN",1
TRAFFIC PROBLEM,"6600 N RILEY ST",2
GRAND LARCENY,"6600 LEON AVE",1
TRAFFIC PROBLEM,"6600 GENTLE WINDS CT",1
TRAFFIC PROBLEM,"6600 EVERGREEN AVE",1
TRAFFIC PROBLEM,"6600 COASTAL BREEZE CT",1
TRAFFIC PROBLEM,"6600 CANYON COVE WAY",1
OUT OF VEHICLE,"6600 BLOCK CROSSTIMBER CT",1
OUT OF VEHICLE,"6598 OLYMPIC PINE",1
OUT OF VEHICLE,"6595 ISOLATED AVE",1
OUT OF VEHICLE,"6595 FALLONA AVE",2
WANTED PERSON,"6594 MARCO VISTA AVE",1
TRAFFIC PROBLEM,"6585 SWEETZER WAY",1
OUT OF VEHICLE,"6584 ELK CREEK LN",3
